drugbank_id,drug_score,drug_neg_log_score,trustrank,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id,drug|protein,interaction_label,actions
DB00755,5.55546013294163e-06,5.255279964640011,42,Tretinoin,D10,Anti-acne preparations ,Q92769,HDAC2,ENSG00000196591,DB00755|Q92769,,
DB00755,5.55546013294163e-06,5.255279964640011,42,Tretinoin,D10,Anti-acne preparations ,P17980,PSMC3,ENSG00000165916,DB00755|P17980,,
DB00755,5.55546013294163e-06,5.255279964640011,42,Tretinoin,D10,Anti-acne preparations ,Q13547,HDAC1,ENSG00000116478,DB00755|Q13547,,
DB00755,5.55546013294163e-06,5.255279964640011,42,Tretinoin,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB00755|P56524,,
DB00755,5.55546013294163e-06,5.255279964640011,42,Tretinoin,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB00755|Q92769,,
DB00755,5.55546013294163e-06,5.255279964640011,42,Tretinoin,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB00755|P17980,,
DB00755,5.55546013294163e-06,5.255279964640011,42,Tretinoin,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB00755|Q13547,,
DB04272,5.263534394549409e-06,5.278722534823676,43,Citric Acid,A09,"Digestives, incl. enzymes ",P56524,HDAC4,ENSG00000068024,DB04272|P56524,,
DB04272,5.263534394549409e-06,5.278722534823676,43,Citric Acid,A09,"Digestives, incl. enzymes ",Q92769,HDAC2,ENSG00000196591,DB04272|Q92769,,
DB04272,5.263534394549409e-06,5.278722534823676,43,Citric Acid,A09,"Digestives, incl. enzymes ",P17980,PSMC3,ENSG00000165916,DB04272|P17980,,
DB04272,5.263534394549409e-06,5.278722534823676,43,Citric Acid,A09,"Digestives, incl. enzymes ",Q13547,HDAC1,ENSG00000116478,DB04272|Q13547,,
DB04464,4.926028237632998e-06,5.3075031029692985,44,,,,P56524,HDAC4,ENSG00000068024,DB04464|P56524,,
DB04464,4.926028237632998e-06,5.3075031029692985,44,,,,Q92769,HDAC2,ENSG00000196591,DB04464|Q92769,,
DB04464,4.926028237632998e-06,5.3075031029692985,44,,,,P17980,PSMC3,ENSG00000165916,DB04464|P17980,,
DB04464,4.926028237632998e-06,5.3075031029692985,44,,,,Q13547,HDAC1,ENSG00000116478,DB04464|Q13547,,
DB00277,4.713561862938003e-06,5.326650788666083,45,Theophylline,R03,Drugs for obstructive airway diseases ,P56524,HDAC4,ENSG00000068024,DB00277|P56524,,
DB00277,4.713561862938003e-06,5.326650788666083,45,Theophylline,R03,Drugs for obstructive airway diseases ,Q92769,HDAC2,ENSG00000196591,DB00277|Q92769,target_positiveEffect,activator
DB00277,4.713561862938003e-06,5.326650788666083,45,Theophylline,R03,Drugs for obstructive airway diseases ,P17980,PSMC3,ENSG00000165916,DB00277|P17980,,
DB00277,4.713561862938003e-06,5.326650788666083,45,Theophylline,R03,Drugs for obstructive airway diseases ,Q13547,HDAC1,ENSG00000116478,DB00277|Q13547,,
DB01076,4.669683881380389e-06,5.330712518410111,46,Atorvastatin,C10,Lipid modifying agents ,P56524,HDAC4,ENSG00000068024,DB01076|P56524,,
DB01076,4.669683881380389e-06,5.330712518410111,46,Atorvastatin,C10,Lipid modifying agents ,Q92769,HDAC2,ENSG00000196591,DB01076|Q92769,target_negativeEffect,inhibitor
DB01076,4.669683881380389e-06,5.330712518410111,46,Atorvastatin,C10,Lipid modifying agents ,P17980,PSMC3,ENSG00000165916,DB01076|P17980,,
DB01076,4.669683881380389e-06,5.330712518410111,46,Atorvastatin,C10,Lipid modifying agents ,Q13547,HDAC1,ENSG00000116478,DB01076|Q13547,,
DB06334,4.237490894197861e-06,5.372891222028713,47,,,,P56524,HDAC4,ENSG00000068024,DB06334|P56524,,
DB06334,4.237490894197861e-06,5.372891222028713,47,,,,Q92769,HDAC2,ENSG00000196591,DB06334|Q92769,,
DB06334,4.237490894197861e-06,5.372891222028713,47,,,,P17980,PSMC3,ENSG00000165916,DB06334|P17980,,
DB06334,4.237490894197861e-06,5.372891222028713,47,,,,Q13547,HDAC1,ENSG00000116478,DB06334|Q13547,,
DB06769,4.232899605755683e-06,5.373362031829172,48,Bendamustine,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB06769|P56524,,
DB06769,4.232899605755683e-06,5.373362031829172,48,Bendamustine,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB06769|Q92769,,
DB06769,4.232899605755683e-06,5.373362031829172,48,Bendamustine,L01,Antineoplastic agents ,P17980,PSMC3,ENSG00000165916,DB06769|P17980,,
DB06769,4.232899605755683e-06,5.373362031829172,48,Bendamustine,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB06769|Q13547,,
DB01303,3.997009162598734e-06,5.398264856177846,49,Oxtriphylline,R03,Drugs for obstructive airway diseases ,P56524,HDAC4,ENSG00000068024,DB01303|P56524,,
DB01303,3.997009162598734e-06,5.398264856177846,49,Oxtriphylline,R03,Drugs for obstructive airway diseases ,Q92769,HDAC2,ENSG00000196591,DB01303|Q92769,target_positiveEffect,activator
DB01303,3.997009162598734e-06,5.398264856177846,49,Oxtriphylline,R03,Drugs for obstructive airway diseases ,P17980,PSMC3,ENSG00000165916,DB01303|P17980,,
DB01303,3.997009162598734e-06,5.398264856177846,49,Oxtriphylline,R03,Drugs for obstructive airway diseases ,Q13547,HDAC1,ENSG00000116478,DB01303|Q13547,,
DB05223,3.831503175597918e-06,5.416630810158429,50,,,,P56524,HDAC4,ENSG00000068024,DB05223|P56524,,
DB05223,3.831503175597918e-06,5.416630810158429,50,,,,Q92769,HDAC2,ENSG00000196591,DB05223|Q92769,,
DB05223,3.831503175597918e-06,5.416630810158429,50,,,,P17980,PSMC3,ENSG00000165916,DB05223|P17980,,
DB05223,3.831503175597918e-06,5.416630810158429,50,,,,Q13547,HDAC1,ENSG00000116478,DB05223|Q13547,,
DB11830,3.673073893761539e-06,5.434970334565113,51,,,,P56524,HDAC4,ENSG00000068024,DB11830|P56524,,
DB11830,3.673073893761539e-06,5.434970334565113,51,,,,Q92769,HDAC2,ENSG00000196591,DB11830|Q92769,,
DB11830,3.673073893761539e-06,5.434970334565113,51,,,,P17980,PSMC3,ENSG00000165916,DB11830|P17980,,
DB11830,3.673073893761539e-06,5.434970334565113,51,,,,Q13547,HDAC1,ENSG00000116478,DB11830|Q13547,,
DB07879,3.669632069143469e-06,5.435377477532932,52,,,,P56524,HDAC4,ENSG00000068024,DB07879|P56524,,
DB07879,3.669632069143469e-06,5.435377477532932,52,,,,Q92769,HDAC2,ENSG00000196591,DB07879|Q92769,,
DB07879,3.669632069143469e-06,5.435377477532932,52,,,,P17980,PSMC3,ENSG00000165916,DB07879|P17980,,
DB07879,3.669632069143469e-06,5.435377477532932,52,,,,Q13547,HDAC1,ENSG00000116478,DB07879|Q13547,,
DB08613,3.669632069143469e-06,5.435377477532932,52,,,,P56524,HDAC4,ENSG00000068024,DB08613|P56524,,
DB08613,3.669632069143469e-06,5.435377477532932,52,,,,Q92769,HDAC2,ENSG00000196591,DB08613|Q92769,,
DB08613,3.669632069143469e-06,5.435377477532932,52,,,,P17980,PSMC3,ENSG00000165916,DB08613|P17980,,
DB08613,3.669632069143469e-06,5.435377477532932,52,,,,Q13547,HDAC1,ENSG00000116478,DB08613|Q13547,,
DB01169,3.461289721549001e-06,5.460762047280877,54,,,,P56524,HDAC4,ENSG00000068024,DB01169|P56524,,
DB01169,3.461289721549001e-06,5.460762047280877,54,,,,Q92769,HDAC2,ENSG00000196591,DB01169|Q92769,,
DB01169,3.461289721549001e-06,5.460762047280877,54,,,,P17980,PSMC3,ENSG00000165916,DB01169|P17980,,
DB01169,3.461289721549001e-06,5.460762047280877,54,,,,Q13547,HDAC1,ENSG00000116478,DB01169|Q13547,,
DB01223,3.1153357790407367e-06,5.506495137086532,55,Aminophylline,R03,Drugs for obstructive airway diseases ,P56524,HDAC4,ENSG00000068024,DB01223|P56524,,
DB01223,3.1153357790407367e-06,5.506495137086532,55,Aminophylline,R03,Drugs for obstructive airway diseases ,Q92769,HDAC2,ENSG00000196591,DB01223|Q92769,target_positiveEffect,activator
DB01223,3.1153357790407367e-06,5.506495137086532,55,Aminophylline,R03,Drugs for obstructive airway diseases ,P17980,PSMC3,ENSG00000165916,DB01223|P17980,,
DB01223,3.1153357790407367e-06,5.506495137086532,55,Aminophylline,R03,Drugs for obstructive airway diseases ,Q13547,HDAC1,ENSG00000116478,DB01223|Q13547,,
DB00641,2.6913361035586887e-06,5.570032062620484,56,Simvastatin,C10,Lipid modifying agents ,P56524,HDAC4,ENSG00000068024,DB00641|P56524,,
DB00641,2.6913361035586887e-06,5.570032062620484,56,Simvastatin,C10,Lipid modifying agents ,Q92769,HDAC2,ENSG00000196591,DB00641|Q92769,target_negativeEffect,inhibitor
DB00641,2.6913361035586887e-06,5.570032062620484,56,Simvastatin,C10,Lipid modifying agents ,P17980,PSMC3,ENSG00000165916,DB00641|P17980,,
DB00641,2.6913361035586887e-06,5.570032062620484,56,Simvastatin,C10,Lipid modifying agents ,Q13547,HDAC1,ENSG00000116478,DB00641|Q13547,,
DB01095,2.637268932534492e-06,5.578845581256825,57,,,,P56524,HDAC4,ENSG00000068024,DB01095|P56524,,
DB01095,2.637268932534492e-06,5.578845581256825,57,,,,Q92769,HDAC2,ENSG00000196591,DB01095|Q92769,target_negativeEffect,inhibitor
DB01095,2.637268932534492e-06,5.578845581256825,57,,,,P17980,PSMC3,ENSG00000165916,DB01095|P17980,,
DB01095,2.637268932534492e-06,5.578845581256825,57,,,,Q13547,HDAC1,ENSG00000116478,DB01095|Q13547,,
DB08868,2.3497542885886546e-06,5.628977549085382,58,,,,P56524,HDAC4,ENSG00000068024,DB08868|P56524,,
DB08868,2.3497542885886546e-06,5.628977549085382,58,,,,Q92769,HDAC2,ENSG00000196591,DB08868|Q92769,,
DB08868,2.3497542885886546e-06,5.628977549085382,58,,,,P17980,PSMC3,ENSG00000165916,DB08868|P17980,,
DB08868,2.3497542885886546e-06,5.628977549085382,58,,,,Q13547,HDAC1,ENSG00000116478,DB08868|Q13547,target_negativeEffect,inhibitor
DB00175,2.121240242567549e-06,5.673410142368466,59,Pravastatin,C10,Lipid modifying agents ,P56524,HDAC4,ENSG00000068024,DB00175|P56524,,
DB00175,2.121240242567549e-06,5.673410142368466,59,Pravastatin,C10,Lipid modifying agents ,Q92769,HDAC2,ENSG00000196591,DB00175|Q92769,target_negativeEffect,inhibitor
DB00175,2.121240242567549e-06,5.673410142368466,59,Pravastatin,C10,Lipid modifying agents ,P17980,PSMC3,ENSG00000165916,DB00175|P17980,,
DB00175,2.121240242567549e-06,5.673410142368466,59,Pravastatin,C10,Lipid modifying agents ,Q13547,HDAC1,ENSG00000116478,DB00175|Q13547,,
DB09091,2.085638620337764e-06,5.680760939816191,60,Tixocortol,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P56524,HDAC4,ENSG00000068024,DB09091|P56524,,
DB09091,2.085638620337764e-06,5.680760939816191,60,Tixocortol,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",Q92769,HDAC2,ENSG00000196591,DB09091|Q92769,target_positiveEffect,stimulator
DB09091,2.085638620337764e-06,5.680760939816191,60,Tixocortol,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P17980,PSMC3,ENSG00000165916,DB09091|P17980,,
DB09091,2.085638620337764e-06,5.680760939816191,60,Tixocortol,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",Q13547,HDAC1,ENSG00000116478,DB09091|Q13547,,
DB09091,2.085638620337764e-06,5.680760939816191,60,Tixocortol,R01,Nasal preparations ,P56524,HDAC4,ENSG00000068024,DB09091|P56524,,
DB09091,2.085638620337764e-06,5.680760939816191,60,Tixocortol,R01,Nasal preparations ,Q92769,HDAC2,ENSG00000196591,DB09091|Q92769,target_positiveEffect,stimulator
DB09091,2.085638620337764e-06,5.680760939816191,60,Tixocortol,R01,Nasal preparations ,P17980,PSMC3,ENSG00000165916,DB09091|P17980,,
DB09091,2.085638620337764e-06,5.680760939816191,60,Tixocortol,R01,Nasal preparations ,Q13547,HDAC1,ENSG00000116478,DB09091|Q13547,,
DB03904,1.926631229256701e-06,5.71520140440284,61,Urea,B05,Blood substitutes and perfusion solutions ,P56524,HDAC4,ENSG00000068024,DB03904|P56524,,
DB03904,1.926631229256701e-06,5.71520140440284,61,Urea,B05,Blood substitutes and perfusion solutions ,Q92769,HDAC2,ENSG00000196591,DB03904|Q92769,,
DB03904,1.926631229256701e-06,5.71520140440284,61,Urea,B05,Blood substitutes and perfusion solutions ,P17980,PSMC3,ENSG00000165916,DB03904|P17980,,
DB03904,1.926631229256701e-06,5.71520140440284,61,Urea,B05,Blood substitutes and perfusion solutions ,Q13547,HDAC1,ENSG00000116478,DB03904|Q13547,,
DB03904,1.926631229256701e-06,5.71520140440284,61,Urea,D02,Emollients and protectives ,P56524,HDAC4,ENSG00000068024,DB03904|P56524,,
DB03904,1.926631229256701e-06,5.71520140440284,61,Urea,D02,Emollients and protectives ,Q92769,HDAC2,ENSG00000196591,DB03904|Q92769,,
DB03904,1.926631229256701e-06,5.71520140440284,61,Urea,D02,Emollients and protectives ,P17980,PSMC3,ENSG00000165916,DB03904|P17980,,
DB03904,1.926631229256701e-06,5.71520140440284,61,Urea,D02,Emollients and protectives ,Q13547,HDAC1,ENSG00000116478,DB03904|Q13547,,
DB12082,1.5973052235408891e-06,5.796612088098319,62,,,,P56524,HDAC4,ENSG00000068024,DB12082|P56524,,
DB12082,1.5973052235408891e-06,5.796612088098319,62,,,,Q92769,HDAC2,ENSG00000196591,DB12082|Q92769,,
DB12082,1.5973052235408891e-06,5.796612088098319,62,,,,P17980,PSMC3,ENSG00000165916,DB12082|P17980,,
DB12082,1.5973052235408891e-06,5.796612088098319,62,,,,Q13547,HDAC1,ENSG00000116478,DB12082|Q13547,,
