drugbank_id,drug_score,drug_neg_log_score,trustrank,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id,drug|protein,interaction_label,actions
DB01179,6.515403211578042e-06,5.186058702415744,32,Podofilox,D06,Antibiotics and chemotherapeutics for dermatological use ,P62906,RPL10A,ENSG00000198755,DB01179|P62906,,
DB01179,6.515403211578042e-06,5.186058702415744,32,Podofilox,D06,Antibiotics and chemotherapeutics for dermatological use ,Q71U36,TUBA1A,ENSG00000167552,DB01179|Q71U36,,
DB01179,6.515403211578042e-06,5.186058702415744,32,Podofilox,D06,Antibiotics and chemotherapeutics for dermatological use ,P06748,NPM1,ENSG00000181163,DB01179|P06748,,
DB01179,6.515403211578042e-06,5.186058702415744,32,Podofilox,D06,Antibiotics and chemotherapeutics for dermatological use ,Q9BQE3,TUBA1C,ENSG00000167553,DB01179|Q9BQE3,,
DB01179,6.515403211578042e-06,5.186058702415744,32,Podofilox,D06,Antibiotics and chemotherapeutics for dermatological use ,Q13619,CUL4A,ENSG00000139842,DB01179|Q13619,,
DB09063,6.320708373284001e-06,5.199234246817506,33,Ceritinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB09063|P07437,,
DB09063,6.320708373284001e-06,5.199234246817506,33,Ceritinib,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB09063|P62906,,
DB09063,6.320708373284001e-06,5.199234246817506,33,Ceritinib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB09063|Q71U36,,
DB09063,6.320708373284001e-06,5.199234246817506,33,Ceritinib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB09063|P06748,,
DB09063,6.320708373284001e-06,5.199234246817506,33,Ceritinib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB09063|Q9BQE3,,
DB09063,6.320708373284001e-06,5.199234246817506,33,Ceritinib,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB09063|Q13619,,
DB04214,6.297876030280843e-06,5.200805892428412,34,,,,P07437,TUBB,ENSG00000196230,DB04214|P07437,,
DB04214,6.297876030280843e-06,5.200805892428412,34,,,,P62906,RPL10A,ENSG00000198755,DB04214|P62906,,
DB04214,6.297876030280843e-06,5.200805892428412,34,,,,Q71U36,TUBA1A,ENSG00000167552,DB04214|Q71U36,,
DB04214,6.297876030280843e-06,5.200805892428412,34,,,,P06748,NPM1,ENSG00000181163,DB04214|P06748,,
DB04214,6.297876030280843e-06,5.200805892428412,34,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB04214|Q9BQE3,,
DB04214,6.297876030280843e-06,5.200805892428412,34,,,,Q13619,CUL4A,ENSG00000139842,DB04214|Q13619,,
DB04395,5.863752366593686e-06,5.231824378764739,35,,,,P07437,TUBB,ENSG00000196230,DB04395|P07437,,
DB04395,5.863752366593686e-06,5.231824378764739,35,,,,P62906,RPL10A,ENSG00000198755,DB04395|P62906,,
DB04395,5.863752366593686e-06,5.231824378764739,35,,,,Q71U36,TUBA1A,ENSG00000167552,DB04395|Q71U36,,
DB04395,5.863752366593686e-06,5.231824378764739,35,,,,P06748,NPM1,ENSG00000181163,DB04395|P06748,,
DB04395,5.863752366593686e-06,5.231824378764739,35,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB04395|Q9BQE3,,
DB04395,5.863752366593686e-06,5.231824378764739,35,,,,Q13619,CUL4A,ENSG00000139842,DB04395|Q13619,,
DB05147,5.857455688934028e-06,5.232290988112857,36,,,,P07437,TUBB,ENSG00000196230,DB05147|P07437,,
DB05147,5.857455688934028e-06,5.232290988112857,36,,,,P62906,RPL10A,ENSG00000198755,DB05147|P62906,,
DB05147,5.857455688934028e-06,5.232290988112857,36,,,,Q71U36,TUBA1A,ENSG00000167552,DB05147|Q71U36,,
DB05147,5.857455688934028e-06,5.232290988112857,36,,,,P06748,NPM1,ENSG00000181163,DB05147|P06748,,
DB05147,5.857455688934028e-06,5.232290988112857,36,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB05147|Q9BQE3,,
DB05147,5.857455688934028e-06,5.232290988112857,36,,,,Q13619,CUL4A,ENSG00000139842,DB05147|Q13619,,
DB00172,5.655745896211706e-06,5.247510110942435,37,,,,P07437,TUBB,ENSG00000196230,DB00172|P07437,,
DB00172,5.655745896211706e-06,5.247510110942435,37,,,,P62906,RPL10A,ENSG00000198755,DB00172|P62906,,
DB00172,5.655745896211706e-06,5.247510110942435,37,,,,Q71U36,TUBA1A,ENSG00000167552,DB00172|Q71U36,,
DB00172,5.655745896211706e-06,5.247510110942435,37,,,,P06748,NPM1,ENSG00000181163,DB00172|P06748,,
DB00172,5.655745896211706e-06,5.247510110942435,37,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB00172|Q9BQE3,,
DB00172,5.655745896211706e-06,5.247510110942435,37,,,,Q13619,CUL4A,ENSG00000139842,DB00172|Q13619,,
DB00570,5.655131821601593e-06,5.247557267179389,38,Vinblastine,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB00570|P07437,target,binder
DB00570,5.655131821601593e-06,5.247557267179389,38,Vinblastine,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB00570|P62906,,
DB00570,5.655131821601593e-06,5.247557267179389,38,Vinblastine,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB00570|Q71U36,target,binder
DB00570,5.655131821601593e-06,5.247557267179389,38,Vinblastine,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB00570|P06748,,
DB00570,5.655131821601593e-06,5.247557267179389,38,Vinblastine,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB00570|Q9BQE3,,
DB00570,5.655131821601593e-06,5.247557267179389,38,Vinblastine,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB00570|Q13619,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,C01,Cardiac therapy,P07437,TUBB,ENSG00000196230,DB00328|P07437,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,C01,Cardiac therapy,P62906,RPL10A,ENSG00000198755,DB00328|P62906,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,C01,Cardiac therapy,Q71U36,TUBA1A,ENSG00000167552,DB00328|Q71U36,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,C01,Cardiac therapy,P06748,NPM1,ENSG00000181163,DB00328|P06748,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,C01,Cardiac therapy,Q9BQE3,TUBA1C,ENSG00000167553,DB00328|Q9BQE3,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,C01,Cardiac therapy,Q13619,CUL4A,ENSG00000139842,DB00328|Q13619,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M02,Topical products for joint and muscular pain ,P07437,TUBB,ENSG00000196230,DB00328|P07437,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M02,Topical products for joint and muscular pain ,P62906,RPL10A,ENSG00000198755,DB00328|P62906,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M02,Topical products for joint and muscular pain ,Q71U36,TUBA1A,ENSG00000167552,DB00328|Q71U36,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M02,Topical products for joint and muscular pain ,P06748,NPM1,ENSG00000181163,DB00328|P06748,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M02,Topical products for joint and muscular pain ,Q9BQE3,TUBA1C,ENSG00000167553,DB00328|Q9BQE3,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M02,Topical products for joint and muscular pain ,Q13619,CUL4A,ENSG00000139842,DB00328|Q13619,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,S01,Ophthalmologicals ,P07437,TUBB,ENSG00000196230,DB00328|P07437,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,S01,Ophthalmologicals ,P62906,RPL10A,ENSG00000198755,DB00328|P62906,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,S01,Ophthalmologicals ,Q71U36,TUBA1A,ENSG00000167552,DB00328|Q71U36,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,S01,Ophthalmologicals ,P06748,NPM1,ENSG00000181163,DB00328|P06748,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,S01,Ophthalmologicals ,Q9BQE3,TUBA1C,ENSG00000167553,DB00328|Q9BQE3,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,S01,Ophthalmologicals ,Q13619,CUL4A,ENSG00000139842,DB00328|Q13619,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M01,Antiinflammatory and antirheumatic products ,P07437,TUBB,ENSG00000196230,DB00328|P07437,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M01,Antiinflammatory and antirheumatic products ,P62906,RPL10A,ENSG00000198755,DB00328|P62906,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M01,Antiinflammatory and antirheumatic products ,Q71U36,TUBA1A,ENSG00000167552,DB00328|Q71U36,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M01,Antiinflammatory and antirheumatic products ,P06748,NPM1,ENSG00000181163,DB00328|P06748,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M01,Antiinflammatory and antirheumatic products ,Q9BQE3,TUBA1C,ENSG00000167553,DB00328|Q9BQE3,,
DB00328,5.633528817863556e-06,5.249219479742716,39,Indomethacin,M01,Antiinflammatory and antirheumatic products ,Q13619,CUL4A,ENSG00000139842,DB00328|Q13619,,
DB00131,5.326736580778403e-06,5.273538779532615,40,,,,P07437,TUBB,ENSG00000196230,DB00131|P07437,,
DB00131,5.326736580778403e-06,5.273538779532615,40,,,,P62906,RPL10A,ENSG00000198755,DB00131|P62906,,
DB00131,5.326736580778403e-06,5.273538779532615,40,,,,Q71U36,TUBA1A,ENSG00000167552,DB00131|Q71U36,,
DB00131,5.326736580778403e-06,5.273538779532615,40,,,,P06748,NPM1,ENSG00000181163,DB00131|P06748,,
DB00131,5.326736580778403e-06,5.273538779532615,40,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB00131|Q9BQE3,,
DB00131,5.326736580778403e-06,5.273538779532615,40,,,,Q13619,CUL4A,ENSG00000139842,DB00131|Q13619,,
DB00756,5.308354522907697e-06,5.275040080117891,41,Hexachlorophene,D08,Antiseptics and disinfectants ,P07437,TUBB,ENSG00000196230,DB00756|P07437,,
DB00756,5.308354522907697e-06,5.275040080117891,41,Hexachlorophene,D08,Antiseptics and disinfectants ,P62906,RPL10A,ENSG00000198755,DB00756|P62906,,
DB00756,5.308354522907697e-06,5.275040080117891,41,Hexachlorophene,D08,Antiseptics and disinfectants ,Q71U36,TUBA1A,ENSG00000167552,DB00756|Q71U36,,
DB00756,5.308354522907697e-06,5.275040080117891,41,Hexachlorophene,D08,Antiseptics and disinfectants ,P06748,NPM1,ENSG00000181163,DB00756|P06748,,
DB00756,5.308354522907697e-06,5.275040080117891,41,Hexachlorophene,D08,Antiseptics and disinfectants ,Q9BQE3,TUBA1C,ENSG00000167553,DB00756|Q9BQE3,,
DB00756,5.308354522907697e-06,5.275040080117891,41,Hexachlorophene,D08,Antiseptics and disinfectants ,Q13619,CUL4A,ENSG00000139842,DB00756|Q13619,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,L04,Immunosuppressants ,P07437,TUBB,ENSG00000196230,DB00091|P07437,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,L04,Immunosuppressants ,P62906,RPL10A,ENSG00000198755,DB00091|P62906,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,L04,Immunosuppressants ,Q71U36,TUBA1A,ENSG00000167552,DB00091|Q71U36,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,L04,Immunosuppressants ,P06748,NPM1,ENSG00000181163,DB00091|P06748,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,L04,Immunosuppressants ,Q9BQE3,TUBA1C,ENSG00000167553,DB00091|Q9BQE3,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,L04,Immunosuppressants ,Q13619,CUL4A,ENSG00000139842,DB00091|Q13619,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,S01,Ophthalmologicals,P07437,TUBB,ENSG00000196230,DB00091|P07437,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,S01,Ophthalmologicals,P62906,RPL10A,ENSG00000198755,DB00091|P62906,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,S01,Ophthalmologicals,Q71U36,TUBA1A,ENSG00000167552,DB00091|Q71U36,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,S01,Ophthalmologicals,P06748,NPM1,ENSG00000181163,DB00091|P06748,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,S01,Ophthalmologicals,Q9BQE3,TUBA1C,ENSG00000167553,DB00091|Q9BQE3,,
DB00091,5.249598003293878e-06,5.279873952143682,42,cyclosporin A,S01,Ophthalmologicals,Q13619,CUL4A,ENSG00000139842,DB00091|Q13619,,
DB12598,5.040551783961313e-06,5.297521919186869,43,,,,P07437,TUBB,ENSG00000196230,DB12598|P07437,,
DB12598,5.040551783961313e-06,5.297521919186869,43,,,,P62906,RPL10A,ENSG00000198755,DB12598|P62906,,
DB12598,5.040551783961313e-06,5.297521919186869,43,,,,Q71U36,TUBA1A,ENSG00000167552,DB12598|Q71U36,,
DB12598,5.040551783961313e-06,5.297521919186869,43,,,,P06748,NPM1,ENSG00000181163,DB12598|P06748,,
DB12598,5.040551783961313e-06,5.297521919186869,43,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB12598|Q9BQE3,,
DB12598,5.040551783961313e-06,5.297521919186869,43,,,,Q13619,CUL4A,ENSG00000139842,DB12598|Q13619,,
DB01229,4.957931656444312e-06,5.304699464142155,44,Paclitaxel,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB01229|P07437,,
DB01229,4.957931656444312e-06,5.304699464142155,44,Paclitaxel,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB01229|P62906,,
DB01229,4.957931656444312e-06,5.304699464142155,44,Paclitaxel,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB01229|Q71U36,,
DB01229,4.957931656444312e-06,5.304699464142155,44,Paclitaxel,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB01229|P06748,,
DB01229,4.957931656444312e-06,5.304699464142155,44,Paclitaxel,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB01229|Q9BQE3,,
DB01229,4.957931656444312e-06,5.304699464142155,44,Paclitaxel,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB01229|Q13619,,
DB08818,4.946614583665248e-06,5.3056919264476505,45,,,,P07437,TUBB,ENSG00000196230,DB08818|P07437,,
DB08818,4.946614583665248e-06,5.3056919264476505,45,,,,P62906,RPL10A,ENSG00000198755,DB08818|P62906,,
DB08818,4.946614583665248e-06,5.3056919264476505,45,,,,Q71U36,TUBA1A,ENSG00000167552,DB08818|Q71U36,,
DB08818,4.946614583665248e-06,5.3056919264476505,45,,,,P06748,NPM1,ENSG00000181163,DB08818|P06748,,
DB08818,4.946614583665248e-06,5.3056919264476505,45,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB08818|Q9BQE3,,
DB08818,4.946614583665248e-06,5.3056919264476505,45,,,,Q13619,CUL4A,ENSG00000139842,DB08818|Q13619,,
DB01873,4.864071905639127e-06,5.313000013506813,46,,,,P07437,TUBB,ENSG00000196230,DB01873|P07437,,
DB01873,4.864071905639127e-06,5.313000013506813,46,,,,P62906,RPL10A,ENSG00000198755,DB01873|P62906,,
DB01873,4.864071905639127e-06,5.313000013506813,46,,,,Q71U36,TUBA1A,ENSG00000167552,DB01873|Q71U36,,
DB01873,4.864071905639127e-06,5.313000013506813,46,,,,P06748,NPM1,ENSG00000181163,DB01873|P06748,,
DB01873,4.864071905639127e-06,5.313000013506813,46,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB01873|Q9BQE3,,
DB01873,4.864071905639127e-06,5.313000013506813,46,,,,Q13619,CUL4A,ENSG00000139842,DB01873|Q13619,,
DB03010,4.864071905639127e-06,5.313000013506813,46,,,,P07437,TUBB,ENSG00000196230,DB03010|P07437,,
DB03010,4.864071905639127e-06,5.313000013506813,46,,,,P62906,RPL10A,ENSG00000198755,DB03010|P62906,,
DB03010,4.864071905639127e-06,5.313000013506813,46,,,,Q71U36,TUBA1A,ENSG00000167552,DB03010|Q71U36,,
DB03010,4.864071905639127e-06,5.313000013506813,46,,,,P06748,NPM1,ENSG00000181163,DB03010|P06748,,
DB03010,4.864071905639127e-06,5.313000013506813,46,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB03010|Q9BQE3,,
DB03010,4.864071905639127e-06,5.313000013506813,46,,,,Q13619,CUL4A,ENSG00000139842,DB03010|Q13619,,
DB00342,4.813094339892486e-06,5.31757562577471,48,Terfenadine,R06,Antihistamines for systemic use ,P07437,TUBB,ENSG00000196230,DB00342|P07437,,
DB00342,4.813094339892486e-06,5.31757562577471,48,Terfenadine,R06,Antihistamines for systemic use ,P62906,RPL10A,ENSG00000198755,DB00342|P62906,,
DB00342,4.813094339892486e-06,5.31757562577471,48,Terfenadine,R06,Antihistamines for systemic use ,Q71U36,TUBA1A,ENSG00000167552,DB00342|Q71U36,,
DB00342,4.813094339892486e-06,5.31757562577471,48,Terfenadine,R06,Antihistamines for systemic use ,P06748,NPM1,ENSG00000181163,DB00342|P06748,,
DB00342,4.813094339892486e-06,5.31757562577471,48,Terfenadine,R06,Antihistamines for systemic use ,Q9BQE3,TUBA1C,ENSG00000167553,DB00342|Q9BQE3,,
DB00342,4.813094339892486e-06,5.31757562577471,48,Terfenadine,R06,Antihistamines for systemic use ,Q13619,CUL4A,ENSG00000139842,DB00342|Q13619,,
DB00108,4.794096866436283e-06,5.319293195138879,49,,,,P07437,TUBB,ENSG00000196230,DB00108|P07437,,
DB00108,4.794096866436283e-06,5.319293195138879,49,,,,P62906,RPL10A,ENSG00000198755,DB00108|P62906,,
DB00108,4.794096866436283e-06,5.319293195138879,49,,,,Q71U36,TUBA1A,ENSG00000167552,DB00108|Q71U36,,
DB00108,4.794096866436283e-06,5.319293195138879,49,,,,P06748,NPM1,ENSG00000181163,DB00108|P06748,,
DB00108,4.794096866436283e-06,5.319293195138879,49,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB00108|Q9BQE3,,
DB00108,4.794096866436283e-06,5.319293195138879,49,,,,Q13619,CUL4A,ENSG00000139842,DB00108|Q13619,,
DB02010,4.482368061347536e-06,5.348492485050113,50,,,,P07437,TUBB,ENSG00000196230,DB02010|P07437,,
DB02010,4.482368061347536e-06,5.348492485050113,50,,,,P62906,RPL10A,ENSG00000198755,DB02010|P62906,,
DB02010,4.482368061347536e-06,5.348492485050113,50,,,,Q71U36,TUBA1A,ENSG00000167552,DB02010|Q71U36,,
DB02010,4.482368061347536e-06,5.348492485050113,50,,,,P06748,NPM1,ENSG00000181163,DB02010|P06748,,
DB02010,4.482368061347536e-06,5.348492485050113,50,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB02010|Q9BQE3,,
DB02010,4.482368061347536e-06,5.348492485050113,50,,,,Q13619,CUL4A,ENSG00000139842,DB02010|Q13619,,
DB11776,4.43760020556295e-06,5.352851827011397,51,,,,P07437,TUBB,ENSG00000196230,DB11776|P07437,,
DB11776,4.43760020556295e-06,5.352851827011397,51,,,,P62906,RPL10A,ENSG00000198755,DB11776|P62906,,
DB11776,4.43760020556295e-06,5.352851827011397,51,,,,Q71U36,TUBA1A,ENSG00000167552,DB11776|Q71U36,,
DB11776,4.43760020556295e-06,5.352851827011397,51,,,,P06748,NPM1,ENSG00000181163,DB11776|P06748,,
DB11776,4.43760020556295e-06,5.352851827011397,51,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB11776|Q9BQE3,,
DB11776,4.43760020556295e-06,5.352851827011397,51,,,,Q13619,CUL4A,ENSG00000139842,DB11776|Q13619,,
DB01248,4.415386469847893e-06,5.355031277505048,52,Docetaxel,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB01248|P07437,,
DB01248,4.415386469847893e-06,5.355031277505048,52,Docetaxel,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB01248|P62906,,
DB01248,4.415386469847893e-06,5.355031277505048,52,Docetaxel,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB01248|Q71U36,,
DB01248,4.415386469847893e-06,5.355031277505048,52,Docetaxel,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB01248|P06748,,
DB01248,4.415386469847893e-06,5.355031277505048,52,Docetaxel,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB01248|Q9BQE3,,
DB01248,4.415386469847893e-06,5.355031277505048,52,Docetaxel,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB01248|Q13619,,
DB00161,4.280166045433304e-06,5.368539382571726,53,,,,P07437,TUBB,ENSG00000196230,DB00161|P07437,,
DB00161,4.280166045433304e-06,5.368539382571726,53,,,,P62906,RPL10A,ENSG00000198755,DB00161|P62906,,
DB00161,4.280166045433304e-06,5.368539382571726,53,,,,Q71U36,TUBA1A,ENSG00000167552,DB00161|Q71U36,,
DB00161,4.280166045433304e-06,5.368539382571726,53,,,,P06748,NPM1,ENSG00000181163,DB00161|P06748,,
DB00161,4.280166045433304e-06,5.368539382571726,53,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB00161|Q9BQE3,,
DB00161,4.280166045433304e-06,5.368539382571726,53,,,,Q13619,CUL4A,ENSG00000139842,DB00161|Q13619,,
DB00118,4.128285236058761e-06,5.38423030358851,54,Ademetionine,A16,Other alimentary tract and metabolism products ,P07437,TUBB,ENSG00000196230,DB00118|P07437,,
DB00118,4.128285236058761e-06,5.38423030358851,54,Ademetionine,A16,Other alimentary tract and metabolism products ,P62906,RPL10A,ENSG00000198755,DB00118|P62906,,
DB00118,4.128285236058761e-06,5.38423030358851,54,Ademetionine,A16,Other alimentary tract and metabolism products ,Q71U36,TUBA1A,ENSG00000167552,DB00118|Q71U36,,
DB00118,4.128285236058761e-06,5.38423030358851,54,Ademetionine,A16,Other alimentary tract and metabolism products ,P06748,NPM1,ENSG00000181163,DB00118|P06748,,
DB00118,4.128285236058761e-06,5.38423030358851,54,Ademetionine,A16,Other alimentary tract and metabolism products ,Q9BQE3,TUBA1C,ENSG00000167553,DB00118|Q9BQE3,,
DB00118,4.128285236058761e-06,5.38423030358851,54,Ademetionine,A16,Other alimentary tract and metabolism products ,Q13619,CUL4A,ENSG00000139842,DB00118|Q13619,,
DB01752,4.066383001765233e-06,5.390791718733001,55,,,,P07437,TUBB,ENSG00000196230,DB01752|P07437,,
DB01752,4.066383001765233e-06,5.390791718733001,55,,,,P62906,RPL10A,ENSG00000198755,DB01752|P62906,,
DB01752,4.066383001765233e-06,5.390791718733001,55,,,,Q71U36,TUBA1A,ENSG00000167552,DB01752|Q71U36,,
DB01752,4.066383001765233e-06,5.390791718733001,55,,,,P06748,NPM1,ENSG00000181163,DB01752|P06748,,
DB01752,4.066383001765233e-06,5.390791718733001,55,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB01752|Q9BQE3,,
DB01752,4.066383001765233e-06,5.390791718733001,55,,,,Q13619,CUL4A,ENSG00000139842,DB01752|Q13619,,
DB03940,4.00725581567625e-06,5.39715293213922,56,,,,P07437,TUBB,ENSG00000196230,DB03940|P07437,,
DB03940,4.00725581567625e-06,5.39715293213922,56,,,,P62906,RPL10A,ENSG00000198755,DB03940|P62906,,
DB03940,4.00725581567625e-06,5.39715293213922,56,,,,Q71U36,TUBA1A,ENSG00000167552,DB03940|Q71U36,,
DB03940,4.00725581567625e-06,5.39715293213922,56,,,,P06748,NPM1,ENSG00000181163,DB03940|P06748,,
DB03940,4.00725581567625e-06,5.39715293213922,56,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB03940|Q9BQE3,,
DB03940,4.00725581567625e-06,5.39715293213922,56,,,,Q13619,CUL4A,ENSG00000139842,DB03940|Q13619,,
DB01259,3.899562347271175e-06,5.40898413164802,57,Lapatinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB01259|P07437,,
DB01259,3.899562347271175e-06,5.40898413164802,57,Lapatinib,L01,Antineoplastic agents ,P62906,RPL10A,ENSG00000198755,DB01259|P62906,,
DB01259,3.899562347271175e-06,5.40898413164802,57,Lapatinib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB01259|Q71U36,,
DB01259,3.899562347271175e-06,5.40898413164802,57,Lapatinib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB01259|P06748,,
DB01259,3.899562347271175e-06,5.40898413164802,57,Lapatinib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB01259|Q9BQE3,,
DB01259,3.899562347271175e-06,5.40898413164802,57,Lapatinib,L01,Antineoplastic agents ,Q13619,CUL4A,ENSG00000139842,DB01259|Q13619,,
DB02701,3.810637336712236e-06,5.419002381629117,58,Niacinamide,A11,Vitamins,P07437,TUBB,ENSG00000196230,DB02701|P07437,,
DB02701,3.810637336712236e-06,5.419002381629117,58,Niacinamide,A11,Vitamins,P62906,RPL10A,ENSG00000198755,DB02701|P62906,,
DB02701,3.810637336712236e-06,5.419002381629117,58,Niacinamide,A11,Vitamins,Q71U36,TUBA1A,ENSG00000167552,DB02701|Q71U36,,
DB02701,3.810637336712236e-06,5.419002381629117,58,Niacinamide,A11,Vitamins,P06748,NPM1,ENSG00000181163,DB02701|P06748,,
DB02701,3.810637336712236e-06,5.419002381629117,58,Niacinamide,A11,Vitamins,Q9BQE3,TUBA1C,ENSG00000167553,DB02701|Q9BQE3,,
DB02701,3.810637336712236e-06,5.419002381629117,58,Niacinamide,A11,Vitamins,Q13619,CUL4A,ENSG00000139842,DB02701|Q13619,,
DB01077,3.805733338558976e-06,5.419561645279049,59,Etidronic Acid,M05,Drugs for treatment of bone diseases ,P07437,TUBB,ENSG00000196230,DB01077|P07437,,
DB01077,3.805733338558976e-06,5.419561645279049,59,Etidronic Acid,M05,Drugs for treatment of bone diseases ,P62906,RPL10A,ENSG00000198755,DB01077|P62906,,
DB01077,3.805733338558976e-06,5.419561645279049,59,Etidronic Acid,M05,Drugs for treatment of bone diseases ,Q71U36,TUBA1A,ENSG00000167552,DB01077|Q71U36,,
DB01077,3.805733338558976e-06,5.419561645279049,59,Etidronic Acid,M05,Drugs for treatment of bone diseases ,P06748,NPM1,ENSG00000181163,DB01077|P06748,,
DB01077,3.805733338558976e-06,5.419561645279049,59,Etidronic Acid,M05,Drugs for treatment of bone diseases ,Q9BQE3,TUBA1C,ENSG00000167553,DB01077|Q9BQE3,,
DB01077,3.805733338558976e-06,5.419561645279049,59,Etidronic Acid,M05,Drugs for treatment of bone diseases ,Q13619,CUL4A,ENSG00000139842,DB01077|Q13619,,
DB00720,3.6409206259835614e-06,5.438788788814778,60,Clodronic Acid,M05,Drugs for treatment of bone diseases ,P07437,TUBB,ENSG00000196230,DB00720|P07437,,
DB00720,3.6409206259835614e-06,5.438788788814778,60,Clodronic Acid,M05,Drugs for treatment of bone diseases ,P62906,RPL10A,ENSG00000198755,DB00720|P62906,,
