drugbank_id,drug_score,drug_neg_log_score,trustrank,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id,drug|protein,interaction_label,actions
DB08877,2.258042974300653e-05,4.646267796988536,24,Ruxolitinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB08877|P03372,,
DB08877,2.258042974300653e-05,4.646267796988536,24,Ruxolitinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB08877|P30536,,
DB08877,2.258042974300653e-05,4.646267796988536,24,Ruxolitinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB08877|P07437,,
DB08877,2.258042974300653e-05,4.646267796988536,24,Ruxolitinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB08877|Q02750,,
DB08877,2.258042974300653e-05,4.646267796988536,24,Ruxolitinib,L01,Antineoplastic agents ,P56181,NDUFV3,ENSG00000160194,DB08877|P56181,,
DB00281,2.222139170293055e-05,4.653228745126203,25,,,,P35372,OPRM1,ENSG00000112038,DB00281|P35372,,
DB00281,2.222139170293055e-05,4.653228745126203,25,,,,P03372,ESR1,ENSG00000091831,DB00281|P03372,,
DB00281,2.222139170293055e-05,4.653228745126203,25,,,,P30536,TSPO,ENSG00000100300,DB00281|P30536,,
DB00281,2.222139170293055e-05,4.653228745126203,25,,,,P07437,TUBB,ENSG00000196230,DB00281|P07437,,
DB00281,2.222139170293055e-05,4.653228745126203,25,,,,Q02750,MAP2K1,ENSG00000169032,DB00281|Q02750,,
DB00281,2.222139170293055e-05,4.653228745126203,25,,,,P56181,NDUFV3,ENSG00000160194,DB00281|P56181,,
DB00280,2.2182269980556546e-05,4.653994013210034,26,Disopyramide,C01,Cardiac therapy ,P35372,OPRM1,ENSG00000112038,DB00280|P35372,,
DB00280,2.2182269980556546e-05,4.653994013210034,26,Disopyramide,C01,Cardiac therapy ,P03372,ESR1,ENSG00000091831,DB00280|P03372,,
DB00280,2.2182269980556546e-05,4.653994013210034,26,Disopyramide,C01,Cardiac therapy ,P30536,TSPO,ENSG00000100300,DB00280|P30536,,
DB00280,2.2182269980556546e-05,4.653994013210034,26,Disopyramide,C01,Cardiac therapy ,P07437,TUBB,ENSG00000196230,DB00280|P07437,,
DB00280,2.2182269980556546e-05,4.653994013210034,26,Disopyramide,C01,Cardiac therapy ,Q02750,MAP2K1,ENSG00000169032,DB00280|Q02750,,
DB00280,2.2182269980556546e-05,4.653994013210034,26,Disopyramide,C01,Cardiac therapy ,P56181,NDUFV3,ENSG00000160194,DB00280|P56181,,
DB05294,2.158580451607568e-05,4.66583176028633,27,Vandetanib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB05294|P35372,,
DB05294,2.158580451607568e-05,4.66583176028633,27,Vandetanib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB05294|P03372,,
DB05294,2.158580451607568e-05,4.66583176028633,27,Vandetanib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB05294|P30536,,
DB05294,2.158580451607568e-05,4.66583176028633,27,Vandetanib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB05294|P07437,,
DB05294,2.158580451607568e-05,4.66583176028633,27,Vandetanib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB05294|Q02750,,
DB05294,2.158580451607568e-05,4.66583176028633,27,Vandetanib,L01,Antineoplastic agents ,P56181,NDUFV3,ENSG00000160194,DB05294|P56181,,
DB00398,2.089072091619545e-05,4.6800465727280045,28,Sorafenib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB00398|P35372,,
DB00398,2.089072091619545e-05,4.6800465727280045,28,Sorafenib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB00398|P03372,,
DB00398,2.089072091619545e-05,4.6800465727280045,28,Sorafenib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB00398|P30536,,
DB00398,2.089072091619545e-05,4.6800465727280045,28,Sorafenib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB00398|P07437,,
DB00398,2.089072091619545e-05,4.6800465727280045,28,Sorafenib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB00398|Q02750,,
DB00398,2.089072091619545e-05,4.6800465727280045,28,Sorafenib,L01,Antineoplastic agents ,P56181,NDUFV3,ENSG00000160194,DB00398|P56181,,
DB11828,2.066462255669175e-05,4.684772522782129,29,Neratinib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB11828|P35372,,
DB11828,2.066462255669175e-05,4.684772522782129,29,Neratinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB11828|P03372,,
DB11828,2.066462255669175e-05,4.684772522782129,29,Neratinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB11828|P30536,,
DB11828,2.066462255669175e-05,4.684772522782129,29,Neratinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB11828|P07437,,
DB11828,2.066462255669175e-05,4.684772522782129,29,Neratinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB11828|Q02750,,
DB11828,2.066462255669175e-05,4.684772522782129,29,Neratinib,L01,Antineoplastic agents ,P56181,NDUFV3,ENSG00000160194,DB11828|P56181,,
DB01041,2.0331335650471148e-05,4.691834089803895,30,Thalidomide,L04,Immunosuppressants ,P35372,OPRM1,ENSG00000112038,DB01041|P35372,,
DB01041,2.0331335650471148e-05,4.691834089803895,30,Thalidomide,L04,Immunosuppressants ,P03372,ESR1,ENSG00000091831,DB01041|P03372,,
DB01041,2.0331335650471148e-05,4.691834089803895,30,Thalidomide,L04,Immunosuppressants ,P30536,TSPO,ENSG00000100300,DB01041|P30536,,
DB01041,2.0331335650471148e-05,4.691834089803895,30,Thalidomide,L04,Immunosuppressants ,P07437,TUBB,ENSG00000196230,DB01041|P07437,,
DB01041,2.0331335650471148e-05,4.691834089803895,30,Thalidomide,L04,Immunosuppressants ,Q02750,MAP2K1,ENSG00000169032,DB01041|Q02750,,
DB01041,2.0331335650471148e-05,4.691834089803895,30,Thalidomide,L04,Immunosuppressants ,P56181,NDUFV3,ENSG00000160194,DB01041|P56181,,
DB06626,1.9555412369730195e-05,4.70873302154207,31,Axitinib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB06626|P35372,,
DB06626,1.9555412369730195e-05,4.70873302154207,31,Axitinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB06626|P03372,,
DB06626,1.9555412369730195e-05,4.70873302154207,31,Axitinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB06626|P30536,,
DB06626,1.9555412369730195e-05,4.70873302154207,31,Axitinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB06626|P07437,,
DB06626,1.9555412369730195e-05,4.70873302154207,31,Axitinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB06626|Q02750,,
DB06626,1.9555412369730195e-05,4.70873302154207,31,Axitinib,L01,Antineoplastic agents ,P56181,NDUFV3,ENSG00000160194,DB06626|P56181,,
DB00530,1.773254640778373e-05,4.75122889488741,32,Erlotinib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB00530|P35372,,
DB00530,1.773254640778373e-05,4.75122889488741,32,Erlotinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB00530|P03372,,
DB00530,1.773254640778373e-05,4.75122889488741,32,Erlotinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB00530|P30536,,
DB00530,1.773254640778373e-05,4.75122889488741,32,Erlotinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB00530|P07437,,
DB00530,1.773254640778373e-05,4.75122889488741,32,Erlotinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB00530|Q02750,,
DB00530,1.773254640778373e-05,4.75122889488741,32,Erlotinib,L01,Antineoplastic agents ,P56181,NDUFV3,ENSG00000160194,DB00530|P56181,,
DB11638,1.732546399521804e-05,4.761315125670588,33,Cotecxin,P01,Antiprotozoals ,P35372,OPRM1,ENSG00000112038,DB11638|P35372,,
DB11638,1.732546399521804e-05,4.761315125670588,33,Cotecxin,P01,Antiprotozoals ,P03372,ESR1,ENSG00000091831,DB11638|P03372,,
DB11638,1.732546399521804e-05,4.761315125670588,33,Cotecxin,P01,Antiprotozoals ,P30536,TSPO,ENSG00000100300,DB11638|P30536,,
DB11638,1.732546399521804e-05,4.761315125670588,33,Cotecxin,P01,Antiprotozoals ,P07437,TUBB,ENSG00000196230,DB11638|P07437,target,ligand
DB11638,1.732546399521804e-05,4.761315125670588,33,Cotecxin,P01,Antiprotozoals ,Q02750,MAP2K1,ENSG00000169032,DB11638|Q02750,,
DB11638,1.732546399521804e-05,4.761315125670588,33,Cotecxin,P01,Antiprotozoals ,P56181,NDUFV3,ENSG00000160194,DB11638|P56181,,
DB00675,1.6855118837343036e-05,4.773268181130527,34,Tamoxifen,L02,Endocrine therapy ,P35372,OPRM1,ENSG00000112038,DB00675|P35372,,
DB00675,1.6855118837343036e-05,4.773268181130527,34,Tamoxifen,L02,Endocrine therapy ,P03372,ESR1,ENSG00000091831,DB00675|P03372,target,"antagonist, agonist"
DB00675,1.6855118837343036e-05,4.773268181130527,34,Tamoxifen,L02,Endocrine therapy ,P30536,TSPO,ENSG00000100300,DB00675|P30536,,
DB00675,1.6855118837343036e-05,4.773268181130527,34,Tamoxifen,L02,Endocrine therapy ,P07437,TUBB,ENSG00000196230,DB00675|P07437,,
DB00675,1.6855118837343036e-05,4.773268181130527,34,Tamoxifen,L02,Endocrine therapy ,Q02750,MAP2K1,ENSG00000169032,DB00675|Q02750,,
DB00675,1.6855118837343036e-05,4.773268181130527,34,Tamoxifen,L02,Endocrine therapy ,P56181,NDUFV3,ENSG00000160194,DB00675|P56181,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,N02,Analgesics ,P35372,OPRM1,ENSG00000112038,DB00945|P35372,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,N02,Analgesics ,P03372,ESR1,ENSG00000091831,DB00945|P03372,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,N02,Analgesics ,P30536,TSPO,ENSG00000100300,DB00945|P30536,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,N02,Analgesics ,P07437,TUBB,ENSG00000196230,DB00945|P07437,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,N02,Analgesics ,Q02750,MAP2K1,ENSG00000169032,DB00945|Q02750,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,N02,Analgesics ,P56181,NDUFV3,ENSG00000160194,DB00945|P56181,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,B01,Antithrombotic agents ,P35372,OPRM1,ENSG00000112038,DB00945|P35372,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,B01,Antithrombotic agents ,P03372,ESR1,ENSG00000091831,DB00945|P03372,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,B01,Antithrombotic agents ,P30536,TSPO,ENSG00000100300,DB00945|P30536,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,B01,Antithrombotic agents ,P07437,TUBB,ENSG00000196230,DB00945|P07437,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,B01,Antithrombotic agents ,Q02750,MAP2K1,ENSG00000169032,DB00945|Q02750,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,B01,Antithrombotic agents ,P56181,NDUFV3,ENSG00000160194,DB00945|P56181,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,A01,Stomatological preparations ,P35372,OPRM1,ENSG00000112038,DB00945|P35372,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,A01,Stomatological preparations ,P03372,ESR1,ENSG00000091831,DB00945|P03372,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,A01,Stomatological preparations ,P30536,TSPO,ENSG00000100300,DB00945|P30536,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,A01,Stomatological preparations ,P07437,TUBB,ENSG00000196230,DB00945|P07437,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,A01,Stomatological preparations ,Q02750,MAP2K1,ENSG00000169032,DB00945|Q02750,,
DB00945,1.5889304771997844e-05,4.798895104698874,35,Aspirin,A01,Stomatological preparations ,P56181,NDUFV3,ENSG00000160194,DB00945|P56181,,
DB01118,1.5857231218656686e-05,4.799772641194476,36,Amiodarone,C01,Cardiac therapy ,P35372,OPRM1,ENSG00000112038,DB01118|P35372,,
DB01118,1.5857231218656686e-05,4.799772641194476,36,Amiodarone,C01,Cardiac therapy ,P03372,ESR1,ENSG00000091831,DB01118|P03372,,
DB01118,1.5857231218656686e-05,4.799772641194476,36,Amiodarone,C01,Cardiac therapy ,P30536,TSPO,ENSG00000100300,DB01118|P30536,,
DB01118,1.5857231218656686e-05,4.799772641194476,36,Amiodarone,C01,Cardiac therapy ,P07437,TUBB,ENSG00000196230,DB01118|P07437,,
DB01118,1.5857231218656686e-05,4.799772641194476,36,Amiodarone,C01,Cardiac therapy ,Q02750,MAP2K1,ENSG00000169032,DB01118|Q02750,,
DB01118,1.5857231218656686e-05,4.799772641194476,36,Amiodarone,C01,Cardiac therapy ,P56181,NDUFV3,ENSG00000160194,DB01118|P56181,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,N07,Other nervous system drugs ,P35372,OPRM1,ENSG00000112038,DB00822|P35372,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,N07,Other nervous system drugs ,P03372,ESR1,ENSG00000091831,DB00822|P03372,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,N07,Other nervous system drugs ,P30536,TSPO,ENSG00000100300,DB00822|P30536,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,N07,Other nervous system drugs ,P07437,TUBB,ENSG00000196230,DB00822|P07437,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,N07,Other nervous system drugs ,Q02750,MAP2K1,ENSG00000169032,DB00822|Q02750,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,N07,Other nervous system drugs ,P56181,NDUFV3,ENSG00000160194,DB00822|P56181,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents ",P35372,OPRM1,ENSG00000112038,DB00822|P35372,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents ",P03372,ESR1,ENSG00000091831,DB00822|P03372,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents ",P30536,TSPO,ENSG00000100300,DB00822|P30536,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents ",P07437,TUBB,ENSG00000196230,DB00822|P07437,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents ",Q02750,MAP2K1,ENSG00000169032,DB00822|Q02750,,
DB00822,1.5639662812216042e-05,4.805772614471345,37,Disulfiram,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents ",P56181,NDUFV3,ENSG00000160194,DB00822|P56181,,
DB13953,1.5134801555463938e-05,4.820023269053757,38,,,,P35372,OPRM1,ENSG00000112038,DB13953|P35372,,
DB13953,1.5134801555463938e-05,4.820023269053757,38,,,,P03372,ESR1,ENSG00000091831,DB13953|P03372,target_positiveEffect,agonist
DB13953,1.5134801555463938e-05,4.820023269053757,38,,,,P30536,TSPO,ENSG00000100300,DB13953|P30536,,
DB13953,1.5134801555463938e-05,4.820023269053757,38,,,,P07437,TUBB,ENSG00000196230,DB13953|P07437,,
DB13953,1.5134801555463938e-05,4.820023269053757,38,,,,Q02750,MAP2K1,ENSG00000169032,DB13953|Q02750,,
DB13953,1.5134801555463938e-05,4.820023269053757,38,,,,P56181,NDUFV3,ENSG00000160194,DB13953|P56181,,
DB00783,1.5070790387883282e-05,4.821863970505876,39,Estradiol,G03,Sex hormones and modulators of the genital system ,P35372,OPRM1,ENSG00000112038,DB00783|P35372,,
DB00783,1.5070790387883282e-05,4.821863970505876,39,Estradiol,G03,Sex hormones and modulators of the genital system ,P03372,ESR1,ENSG00000091831,DB00783|P03372,target_positiveEffect,agonist
DB00783,1.5070790387883282e-05,4.821863970505876,39,Estradiol,G03,Sex hormones and modulators of the genital system ,P30536,TSPO,ENSG00000100300,DB00783|P30536,,
DB00783,1.5070790387883282e-05,4.821863970505876,39,Estradiol,G03,Sex hormones and modulators of the genital system ,P07437,TUBB,ENSG00000196230,DB00783|P07437,,
DB00783,1.5070790387883282e-05,4.821863970505876,39,Estradiol,G03,Sex hormones and modulators of the genital system ,Q02750,MAP2K1,ENSG00000169032,DB00783|Q02750,,
DB00783,1.5070790387883282e-05,4.821863970505876,39,Estradiol,G03,Sex hormones and modulators of the genital system ,P56181,NDUFV3,ENSG00000160194,DB00783|P56181,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,A01,Stomatological preparations ,P35372,OPRM1,ENSG00000112038,DB00257|P35372,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,A01,Stomatological preparations ,P03372,ESR1,ENSG00000091831,DB00257|P03372,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,A01,Stomatological preparations ,P30536,TSPO,ENSG00000100300,DB00257|P30536,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,A01,Stomatological preparations ,P07437,TUBB,ENSG00000196230,DB00257|P07437,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,A01,Stomatological preparations ,Q02750,MAP2K1,ENSG00000169032,DB00257|Q02750,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,A01,Stomatological preparations ,P56181,NDUFV3,ENSG00000160194,DB00257|P56181,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,D01,Antifungals for dermatological use ,P35372,OPRM1,ENSG00000112038,DB00257|P35372,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,D01,Antifungals for dermatological use ,P03372,ESR1,ENSG00000091831,DB00257|P03372,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,D01,Antifungals for dermatological use ,P30536,TSPO,ENSG00000100300,DB00257|P30536,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,D01,Antifungals for dermatological use ,P07437,TUBB,ENSG00000196230,DB00257|P07437,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,D01,Antifungals for dermatological use ,Q02750,MAP2K1,ENSG00000169032,DB00257|Q02750,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,D01,Antifungals for dermatological use ,P56181,NDUFV3,ENSG00000160194,DB00257|P56181,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,G01,Gynecological antiinfectives and antiseptics ,P35372,OPRM1,ENSG00000112038,DB00257|P35372,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,G01,Gynecological antiinfectives and antiseptics ,P03372,ESR1,ENSG00000091831,DB00257|P03372,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,G01,Gynecological antiinfectives and antiseptics ,P30536,TSPO,ENSG00000100300,DB00257|P30536,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,G01,Gynecological antiinfectives and antiseptics ,P07437,TUBB,ENSG00000196230,DB00257|P07437,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,G01,Gynecological antiinfectives and antiseptics ,Q02750,MAP2K1,ENSG00000169032,DB00257|Q02750,,
DB00257,1.471497584559204e-05,4.83224044645154,40,Clotrimazole,G01,Gynecological antiinfectives and antiseptics ,P56181,NDUFV3,ENSG00000160194,DB00257|P56181,,
DB00637,1.4693914628583274e-05,4.832862487728535,41,Astemizole,R06,Antihistamines for systemic use ,P35372,OPRM1,ENSG00000112038,DB00637|P35372,,
DB00637,1.4693914628583274e-05,4.832862487728535,41,Astemizole,R06,Antihistamines for systemic use ,P03372,ESR1,ENSG00000091831,DB00637|P03372,,
DB00637,1.4693914628583274e-05,4.832862487728535,41,Astemizole,R06,Antihistamines for systemic use ,P30536,TSPO,ENSG00000100300,DB00637|P30536,,
DB00637,1.4693914628583274e-05,4.832862487728535,41,Astemizole,R06,Antihistamines for systemic use ,P07437,TUBB,ENSG00000196230,DB00637|P07437,,
DB00637,1.4693914628583274e-05,4.832862487728535,41,Astemizole,R06,Antihistamines for systemic use ,Q02750,MAP2K1,ENSG00000169032,DB00637|Q02750,,
DB00637,1.4693914628583274e-05,4.832862487728535,41,Astemizole,R06,Antihistamines for systemic use ,P56181,NDUFV3,ENSG00000160194,DB00637|P56181,,
DB04315,1.4631453554071004e-05,4.834712526974174,42,,,,P35372,OPRM1,ENSG00000112038,DB04315|P35372,,
DB04315,1.4631453554071004e-05,4.834712526974174,42,,,,P03372,ESR1,ENSG00000091831,DB04315|P03372,,
DB04315,1.4631453554071004e-05,4.834712526974174,42,,,,P30536,TSPO,ENSG00000100300,DB04315|P30536,,
DB04315,1.4631453554071004e-05,4.834712526974174,42,,,,P07437,TUBB,ENSG00000196230,DB04315|P07437,,
DB04315,1.4631453554071004e-05,4.834712526974174,42,,,,Q02750,MAP2K1,ENSG00000169032,DB04315|Q02750,,
DB04315,1.4631453554071004e-05,4.834712526974174,42,,,,P56181,NDUFV3,ENSG00000160194,DB04315|P56181,,
DB00843,1.4286833559058368e-05,4.8450640147505695,43,Donepezil,N06,Psychoanaleptics ,P35372,OPRM1,ENSG00000112038,DB00843|P35372,,
DB00843,1.4286833559058368e-05,4.8450640147505695,43,Donepezil,N06,Psychoanaleptics ,P03372,ESR1,ENSG00000091831,DB00843|P03372,,
DB00843,1.4286833559058368e-05,4.8450640147505695,43,Donepezil,N06,Psychoanaleptics ,P30536,TSPO,ENSG00000100300,DB00843|P30536,,
DB00843,1.4286833559058368e-05,4.8450640147505695,43,Donepezil,N06,Psychoanaleptics ,P07437,TUBB,ENSG00000196230,DB00843|P07437,,
DB00843,1.4286833559058368e-05,4.8450640147505695,43,Donepezil,N06,Psychoanaleptics ,Q02750,MAP2K1,ENSG00000169032,DB00843|Q02750,,
DB00843,1.4286833559058368e-05,4.8450640147505695,43,Donepezil,N06,Psychoanaleptics ,P56181,NDUFV3,ENSG00000160194,DB00843|P56181,,
DB04786,1.369645430269275e-05,4.863391847155797,44,,,,P35372,OPRM1,ENSG00000112038,DB04786|P35372,,
DB04786,1.369645430269275e-05,4.863391847155797,44,,,,P03372,ESR1,ENSG00000091831,DB04786|P03372,,
DB04786,1.369645430269275e-05,4.863391847155797,44,,,,P30536,TSPO,ENSG00000100300,DB04786|P30536,,
DB04786,1.369645430269275e-05,4.863391847155797,44,,,,P07437,TUBB,ENSG00000196230,DB04786|P07437,,
DB04786,1.369645430269275e-05,4.863391847155797,44,,,,Q02750,MAP2K1,ENSG00000169032,DB04786|Q02750,,
DB04786,1.369645430269275e-05,4.863391847155797,44,,,,P56181,NDUFV3,ENSG00000160194,DB04786|P56181,,
DB08818,1.3638462925411834e-05,4.86523457254076,45,,,,P35372,OPRM1,ENSG00000112038,DB08818|P35372,,
DB08818,1.3638462925411834e-05,4.86523457254076,45,,,,P03372,ESR1,ENSG00000091831,DB08818|P03372,,
DB08818,1.3638462925411834e-05,4.86523457254076,45,,,,P30536,TSPO,ENSG00000100300,DB08818|P30536,,
DB08818,1.3638462925411834e-05,4.86523457254076,45,,,,P07437,TUBB,ENSG00000196230,DB08818|P07437,,
DB08818,1.3638462925411834e-05,4.86523457254076,45,,,,Q02750,MAP2K1,ENSG00000169032,DB08818|Q02750,,
DB08818,1.3638462925411834e-05,4.86523457254076,45,,,,P56181,NDUFV3,ENSG00000160194,DB08818|P56181,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,C01,Cardiac therapy,P35372,OPRM1,ENSG00000112038,DB00328|P35372,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,C01,Cardiac therapy,P03372,ESR1,ENSG00000091831,DB00328|P03372,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,C01,Cardiac therapy,P30536,TSPO,ENSG00000100300,DB00328|P30536,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,C01,Cardiac therapy,P07437,TUBB,ENSG00000196230,DB00328|P07437,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,C01,Cardiac therapy,Q02750,MAP2K1,ENSG00000169032,DB00328|Q02750,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,C01,Cardiac therapy,P56181,NDUFV3,ENSG00000160194,DB00328|P56181,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,M02,Topical products for joint and muscular pain ,P35372,OPRM1,ENSG00000112038,DB00328|P35372,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,M02,Topical products for joint and muscular pain ,P03372,ESR1,ENSG00000091831,DB00328|P03372,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,M02,Topical products for joint and muscular pain ,P30536,TSPO,ENSG00000100300,DB00328|P30536,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,M02,Topical products for joint and muscular pain ,P07437,TUBB,ENSG00000196230,DB00328|P07437,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,M02,Topical products for joint and muscular pain ,Q02750,MAP2K1,ENSG00000169032,DB00328|Q02750,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,M02,Topical products for joint and muscular pain ,P56181,NDUFV3,ENSG00000160194,DB00328|P56181,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,S01,Ophthalmologicals ,P35372,OPRM1,ENSG00000112038,DB00328|P35372,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,S01,Ophthalmologicals ,P03372,ESR1,ENSG00000091831,DB00328|P03372,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,S01,Ophthalmologicals ,P30536,TSPO,ENSG00000100300,DB00328|P30536,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,S01,Ophthalmologicals ,P07437,TUBB,ENSG00000196230,DB00328|P07437,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,S01,Ophthalmologicals ,Q02750,MAP2K1,ENSG00000169032,DB00328|Q02750,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,S01,Ophthalmologicals ,P56181,NDUFV3,ENSG00000160194,DB00328|P56181,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,M01,Antiinflammatory and antirheumatic products ,P35372,OPRM1,ENSG00000112038,DB00328|P35372,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,M01,Antiinflammatory and antirheumatic products ,P03372,ESR1,ENSG00000091831,DB00328|P03372,,
DB00328,1.3541809053042051e-05,4.868323314286551,46,Indomethacin,M01,Antiinflammatory and antirheumatic products ,P30536,TSPO,ENSG00000100300,DB00328|P30536,,
